entry,shrsubclusters1,shrclusdir1,trk_len,topological_score,shr_tkfit_2cm_dedx_V,sub,shr_start_z,trk_end_z_v,trk_start_x_v,trk_start_y_v,backtracked_pdg,nslice,trk_score,nu_e,trkshrhitdist0,trk_theta_v,shrclusfrac0,shr_score,_opfilter_pe_veto,shr_dedx_Y,shr_tkfit_nhits_U,contained_fraction,trk_energy_tot,p,hits_v,secondshower_U_dir,selected,secondshower_Y_vtxdist,trk_sce_start_y_v,shr_dedx_V,ccnc,shr_tkfit_dedx_Y,shr_pz,true_nu_vtx_x,shr_px,shrPCA1CMed_5cm,shr_bkt_E,trk_end_y_v,shr_energy_tot,shr_theta,trk_id,trk_len_v,shr_tkfit_2cm_nhits_V,secondshower_U_nhit,nproton,shr_bkt_pdg,n_showers_contained,shrmoliererms,muon_e,best_cosmic_flashmatch_score,shrmoliereavg,shr_tkfit_dedx_U,secondshower_Y_dir,CosmicIP,reco_nu_vtx_x,secondshower_V_dir,nu_pdg,best_obviouscosmic_flashmatch_score,shrclusfrac2,shrsubclusters2,pi0truth_elec_etot,CosmicDirAll3D,shrclusfrac1,evt,shr_tkfit_npoints,reco_nu_vtx_sce_y,slnhits,shr_tkfit_gap10_dedx_Y,shr_dedx_Y_cali,shr_start_y,trk_sce_start_z_v,trk_phi_v,shr_tkfit_nhits_Y,category,tksh_angle,shr_theta_v,shr_tkfit_2cm_nhits_U,trk_hits_u_tot,true_nu_vtx_z,run,shr_tkfit_gap10_dedx_V,hits_y,shrclusdir2,trk_end_x_v,hits_u,npi0,trk_sce_end_x_v,shr_tkfit_2cm_dedx_Y,shr_start_z_v,interaction,shrMCSMom,trk_hits_tot,shr_tkfit_nhits_V,shrclusdir0,slnunhits,hits_ratio,trkshrhitdist2,secondshower_V_dot,reco_nu_vtx_sce_x,secondshower_Y_nhit,shr_tkfit_npointsvalid,CylFrac2h_1cm,trk_sce_start_x_v,secondshower_U_dot,n_tracks_contained,shr_dedx_U,shr_tkfit_2cm_dedx_U,secondshower_V_nhit,trk_energy,true_e_visible,shr_tkfit_gap10_dedx_U,shr_energy_tot_cali,true_nu_px,shr_tkfit_gap10_nhits_Y,trk_llr_pid_score_v,CosmicIPAll3D,secondshower_V_vtxdist,matched_E,reco_nu_vtx_sce_z,shr_tkfit_dedx_V,secondshower_U_vtxdist,trk_phi,slpdg,trk_start_z_v,trk_distance,shr_hits_v_tot,shr_hits_y_tot,shrsubclusters0,nu_flashmatch_score,NeutrinoEnergy1,pt,pion_e,shr_energy_y_v,reco_nu_vtx_y,trkshrhitdist1,shr_id,shr_tkfit_gap10_nhits_V,trk_hits_max,shr_distance,NeutrinoEnergy2,pi0_e,shr_tkfit_gap10_nhits_U,true_nu_py,trk_score_v,shr_phi_v,slclustfrac,reco_nu_vtx_z,trk_sce_end_y_v,shr_energy,trk_bkt_pdg,mc_pdg,evnunhits,secondshower_Y_dot,shr_hits_tot,shr_tkfit_2cm_nhits_Y,tksh_distance,shr_py,shr_start_x,_opfilter_pe_beam,shr_phi,trk_hits_y_tot,NeutrinoEnergy0,npion,shr_hits_u_tot,trk_hits_v_tot,trk_sce_end_z_v,true_nu_pz,shr_start_x_v,trk_theta,true_nu_vtx_y,DeltaRMS2h,trk_bkt_E,shr_numi_Angle,trkpid,protonenergy,trackcaloenergy,subcluster,trkfit,anglediff_Y,anglediff_V,anglediff_U,trkthetacos,shr_trk_sce_start_x,shr_trk_sce_start_y,shr_trk_sce_start_z,shr_trk_sce_end_x,shr_trk_sce_end_y,shr_trk_sce_end_z,slclnhits,slclnunhits,shr_tkfit_nhits_tot,shr_tkfit_dedx_avg,shr_tkfit_2cm_nhits_tot,shr_tkfit_2cm_dedx_avg,shr_tkfit_gap10_nhits_tot,shr_tkfit_gap10_dedx_avg,shr_tkfit_dedx_max,reco_e,reco_e_qe,reco_e_rqe,bnbdata,extdata,is_signal,bkg_score,protontheta,protonphi,shr_trk_len,mevcm,n_tracks_tot,n_showers_tot,n_trks_gt10cm,n_trks_gt25cm,trk1_start_x_alltk,trk1_start_y_alltk,trk1_start_z_alltk,trk1_dir_x_alltk,trk1_dir_y_alltk,trk1_dir_z_alltk,tk1sh1_angle_alltk
1286,5,132.56934,-3.4028235e+38,0.16163859,2.5098958,274,360.69998,[356.849],[67.611],[26.957],[],1,-3.4028235e+38,-3.4028235e+38,-1.0,[1.648],0.7511013,0.0059975274,0.0,0.1606136,9,1.0,0.0,0.07695094,181,113.02553,1,0.2649965,[26.512],2.9284027,-2147483648,1.8107952,-0.004615618,-3.4028235e+38,-0.04628915,0.90438044,-3.4028235e+38,[64.882],0.07644164,1.6308136,0,[48.266],5,9,0,0,1,207.07562,0.0,6.68841,3.546319,2.598376,11.278343,54.2126,67.89272,251.40013,-2147483648,6.68841,0.7307692,1,0.0,-0.49014115,0.5138122,13750,661,26.13223,947,1.8188552,0.16708381,26.950758,[360.799],[2.245],2,4,-3.4028235e+38,[1.631],5,0,-3.4028235e+38,15348,2.442255,26,187.81863,[37.983],454,0,[37.17],2.0898247,[360.7],-2147483648,125.60989,0,9,230.23529,-2147483648,1.0,-1.0,0.91955435,65.68672,49,300,0.41916168,[65.416],0.80595195,0,2.1074164,2.598376,8,0.0,0.0,2.4507294,0.07541164,-3.4028235e+38,2,[0.877],19.149055,90.651665,0.0,361.06024,2.5098958,100.644775,-3.4028235e+38,12,[360.812],-3.4028235e+38,181,26,8,21.03503,270.30362,0.07681239,0.0,[76.442],26.57789,-1.0,1,7,0,0.59183913,95.55204,0.0,9,-3.4028235e+38,[0.006],[2.218],0.69799364,361.07355,[64.709],0.07644164,0,[],-2147483648,0.3477261,661,1,367.97278,0.061298102,67.62497,549.53973,2.2175841,0,674.78735,0,454,0,[356.811],-3.4028235e+38,[67.625],-3.4028235e+38,-3.4028235e+38,1.8628222,-3.4028235e+38,109.60768864900474,9999.0,9999.0,9999.0,14,0.45385779122541603,176.54028,118.830795,117.20976,0.853021,65.416016,26.511831,360.79858,37.17043,64.70941,356.81085,661,0,20,2.4798018455505373,11,2.5119258056987417,18,2.377225544717577,2.598376,0.0908574,0.10279698,1.1314101,1.0,0.0,False,0.7202322,9999.0,9999.0,47.67358,1.5818329,0,1,0,0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,99999.0
1929,8,109.22011,-3.4028235e+38,0.990617,4.5671597,43,37.111458,[167.735],[230.314],[-73.027],[],1,-3.4028235e+38,-3.4028235e+38,-1.0,[0.208],0.58409786,0.0024002115,0.0,2.678237,0,1.0,0.0,0.6215849,439,106.43807,1,85.300766,[-76.207],2.319513,-2147483648,2.4024482,0.6058934,-3.4028235e+38,-0.12488728,0.7568473,-3.4028235e+38,[-71.236],0.6210741,0.22517219,0,[158.251],5,17,0,0,1,3095.0935,0.0,15.309121,5.55704,-3.4028235e+38,187.88403,258.74728,230.55643,121.489235,-2147483648,22.007244,0.3528428,14,0.0,0.38258573,0.31435078,2200,1364,-77.67799,1454,2.1884983,3.7379758,-74.61177,[32.433],[2.752],13,4,-3.4028235e+38,[0.225],0,0,-3.4028235e+38,17030,2.1194882,598,101.4941,[204.029],327,0,[201.841],6.484193,[37.111],-2147483648,221.5375,0,9,113.9974,-2147483648,1.0,-1.0,0.9988319,229.67911,2,186,0.13900135,[229.402],0.9872682,0,9.818344,-3.4028235e+38,7,0.0,0.0,-3.4028235e+38,0.65649426,-3.4028235e+38,12,[0.939],254.91034,61.645435,0.0,32.24878,2.128279,93.46721,-3.4028235e+38,12,[36.272],-3.4028235e+38,439,598,11,3.8904464,821.6869,0.13878389,0.0,[621.074],-74.43401,-1.0,1,8,0,1.1087195,776.3426,0.0,0,-3.4028235e+38,[0.002],[2.69],0.93810177,36.01795,[-78.361],0.6210741,0,[],-2147483648,0.3481054,1364,7,245.11295,0.060532074,230.51286,249.77455,2.690265,0,633.78656,0,327,0,[167.571],-3.4028235e+38,[230.513],-3.4028235e+38,-3.4028235e+38,3.7168078,-3.4028235e+38,35.664553523841,9999.0,9999.0,9999.0,33,0.13636363636363635,86.38993,12.269127,7.559326,0.853021,229.40178,-76.20703,32.433174,201.84114,-78.36143,167.5712,1364,0,22,2.290288047357039,12,5.685429016749064,20,2.160894250869751,2.4024482,0.790957,0.76366097,0.9654899,1.0,0.0,False,0.8587719,9999.0,9999.0,137.93665,4.75939,0,1,0,0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,99999.0
1996,16,76.115135,-3.4028235e+38,0.94360745,1.9866394,2,449.6,[495.023],[109.341],[-23.685],[],1,-3.4028235e+38,-3.4028235e+38,-1.0,[0.197],0.76666665,0.016443802,0.0,2.6925826,3,1.0,0.0,0.44518983,508,222.299,1,39.43672,[-23.833],1.7480729,-2147483648,2.1678905,0.29253113,-3.4028235e+38,0.10554106,0.77840084,-3.4028235e+38,[46.382],0.4446791,0.8538404,0,[115.277],2,2,0,0,1,2469.0256,0.0,25.284641,5.718951,3.0086827,52.60359,60.006588,110.10876,53.548923,-2147483648,25.284641,0.618123,7,0.0,-0.39940405,0.54527557,110,1117,-25.71083,1402,2.0750608,2.6659195,-25.183962,[444.388],[0.021],6,4,-3.4028235e+38,[0.854],1,0,-3.4028235e+38,14263,2.144974,309,70.19683,[136.506],300,0,[133.745],2.2331479,[449.6],-2147483648,99.08068,0,8,303.32785,-2147483648,1.0,-1.0,0.7706429,106.62807,5,333,0.0042462847,[105.87],0.6379399,0,0.8282587,0.27974373,43,0.0,0.0,3.080615,0.4489689,-3.4028235e+38,5,[0.934],60.006588,102.920135,0.0,449.7104,1.8409497,39.93397,-3.4028235e+38,12,[444.3],-3.4028235e+38,508,309,7,11.767874,590.9735,0.3355883,0.0,[444.679],-25.61732,-1.0,1,10,0,0.43451527,555.8489,0.0,4,-3.4028235e+38,[0.016],[1.251],0.79671896,449.61768,[50.046],0.4446791,0,[],-2147483648,0.45562902,1117,4,463.56503,0.31856018,110.082436,696.6077,1.2508711,0,557.2818,0,300,0,[494.965],-3.4028235e+38,[110.082],-3.4028235e+38,-3.4028235e+38,5.9943285,-3.4028235e+38,49.11526464671873,9999.0,9999.0,9999.0,30,0.2981199641897941,17.593243,22.566212,81.028854,0.853021,105.87037,-23.833296,444.38818,133.74512,50.045567,494.96478,1117,0,17,2.162411100724164,7,1.8836591328893388,19,2.3235528594569157,1.8409497,0.5409264,0.6662483,1.2316802,1.0,0.0,False,0.73995936,9999.0,9999.0,93.77142,4.787907,0,1,0,0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,99999.0
2078,2,58.75547,-3.4028235e+38,0.14794047,5.626335,46,798.25,[828.584],[237.36],[-35.501],[],1,-3.4028235e+38,-3.4028235e+38,-1.0,[0.668],0.73255813,0.17250355,0.0,2.0751522,1,1.0,0.0,0.14357948,121,277.32034,1,59.450874,[-38.489],5.994671,-2147483648,1.8512238,0.108147025,-3.4028235e+38,0.067047976,0.7267408,-3.4028235e+38,[-16.393],0.14306939,0.7178516,0,[42.26],5,3,0,0,1,136.46057,0.0,4.008717,2.7773075,0.050149504,82.78247,133.09227,237.33786,86.44687,-2147483648,5.993959,0.5090909,4,0.0,-0.19245338,0.5289256,2338,317,-38.60464,418,1.9795773,1.9676807,-35.51985,[798.504],[0.797],10,4,-3.4028235e+38,[0.718],1,0,-3.4028235e+38,16925,4.4200144,110,57.684044,[256.165],86,0,[255.216],1.7529331,[798.25],-2147483648,131.47234,0,10,355.91544,-2147483648,1.0,-1.0,0.996595,235.842,4,128,0.65909094,[235.866],0.9182243,0,0.03605619,0.050149504,10,0.0,0.0,-0.008593705,0.14457044,-3.4028235e+38,9,[0.773],133.09227,180.25105,0.0,798.5566,4.8733997,58.55,-3.4028235e+38,12,[798.309],-3.4028235e+38,121,110,3,1.6017407,218.6986,0.09444198,0.0,[143.069],-35.605198,-1.0,1,10,0,0.19549604,178.83673,0.0,0,-3.4028235e+38,[0.173],[0.781],0.7583732,798.3617,[-17.576],0.14306939,0,[],-2147483648,0.98087984,317,5,833.5817,0.066512085,237.47372,40.469063,0.78138584,0,194.49803,0,86,0,[829.034],-3.4028235e+38,[237.474],-3.4028235e+38,-3.4028235e+38,1.2636976,-3.4028235e+38,32.10703541241407,9999.0,9999.0,9999.0,9,0.4037854889589905,25.098427,27.691399,78.59509,0.853021,235.8656,-38.48893,798.504,255.21614,-17.575937,829.03424,317,0,21,3.2045897672928514,11,3.358771904287013,19,3.2640178705516614,1.8512238,0.17418125,0.18056116,1.036628,1.0,0.0,False,0.7374398,9999.0,9999.0,41.759914,3.4619427,0,1,0,0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,99999.0
2544,10,75.69057,-3.4028235e+38,0.82206875,1.4609176,141,327.9,[392.255],[198.018],[25.821],[],1,-3.4028235e+38,-3.4028235e+38,-1.0,[0.188],0.94350284,0.0028894437,0.0,2.0022318,4,1.0,0.0,0.54114056,385,227.63814,1,262.26807,[30.017],1.813932,-2147483648,1.7655036,0.51984763,-3.4028235e+38,0.092287116,0.77169985,-3.4028235e+38,[72.129],0.5406298,0.28145695,0,[104.137],5,49,0,0,1,1810.5936,0.0,9.153961,5.365387,1.9425275,239.5908,132.68741,197.99785,164.08112,-2147483648,17.108295,0.60780287,12,0.0,-0.6528884,0.47792208,7060,1049,30.118284,1452,1.8882136,1.9316334,25.911526,[327.9],[0.877],13,4,-3.4028235e+38,[0.281],2,0,-3.4028235e+38,17414,1.9343863,487,79.922226,[212.752],177,0,[210.898],1.7075579,[327.9],-2147483648,70.67007,0,10,61.857124,-2147483648,1.0,-1.0,0.692376,195.40096,11,296,0.14213198,[195.418],0.98906493,0,1.8357093,1.6284347,23,0.0,0.0,2.19002,0.5681816,-3.4028235e+38,13,[0.927],132.68741,121.42052,0.0,327.85574,1.6661777,206.61407,-3.4028235e+38,12,[327.767],-3.4028235e+38,385,487,1,3.321635,570.7477,0.1503048,0.0,[540.63],25.912073,-1.0,1,9,0,0.17983174,675.78723,0.0,4,-3.4028235e+38,[0.003],[0.91],0.7224518,327.72446,[77.295],0.5406298,0,[],-2147483648,0.97454894,1049,7,383.93805,0.118636504,198.03691,199.58194,0.90967816,0,499.20114,0,177,0,[391.929],-3.4028235e+38,[198.037],-3.4028235e+38,-3.4028235e+38,6.6436977,-3.4028235e+38,20.48178743326049,9999.0,9999.0,9999.0,23,0.28217349857006674,159.66858,88.39055,165.781,0.853021,195.41826,30.01705,327.89957,210.89813,77.29464,391.92926,1049,0,27,1.7549420374411124,14,1.6081687637737818,26,1.9506282256199763,1.7655036,0.6845561,0.669659,0.9782383,1.0,0.0,False,0.84752095,9999.0,9999.0,81.0839,7.007329,0,1,0,0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,99999.0
2636,7,43.714264,-3.4028235e+38,0.90699023,0.6449465,17,651.6,[761.143],[137.608],[-72.501],[],1,-3.4028235e+38,-3.4028235e+38,-1.0,[0.441],0.8360656,0.005154818,29.334576,2.8231585,1,1.0,0.0,0.6339261,695,352.4522,1,93.61975,[-75.866],0.9251401,-2147483648,-3.4028235e+38,0.58672804,-3.4028235e+38,0.22238502,0.65530956,-3.4028235e+38,[-91.16],0.6334153,0.3883202,0,[132.536],1,5,0,0,1,567.56213,0.0,42.37654,3.714296,6.9487605,79.568985,77.439705,137.67102,27.319118,-2147483648,56.04717,0.6729958,10,0.0,0.50147676,0.8618705,856,2023,-75.928635,2199,-3.4028235e+38,2.7331755,-72.64216,[651.688],[-0.336],0,4,-3.4028235e+38,[0.388],1,0,-3.4028235e+38,16425,-0.009282095,474,69.382996,[177.933],854,0,[176.363],-3.4028235e+38,[651.6],-2147483648,181.52263,0,1,58.953026,-2147483648,1.0,-1.0,0.9996901,135.36563,6,6,0.049597856,[135.301],0.9377106,0,2.3198984,6.9487605,9,0.0,0.0,-0.008648378,0.66613567,-3.4028235e+38,0,[0.952],66.39657,49.50777,0.0,651.6322,0.6449465,6.7416725,-3.4028235e+38,12,[651.699],-3.4028235e+38,695,474,11,11.768874,2307.4773,0.24002612,0.0,[633.415],-72.55621,-1.0,1,0,0,0.17292754,791.7691,0.0,0,-3.4028235e+38,[0.005],[-0.386],0.9199636,651.64307,[-99.379],0.6334153,0,[],-2147483648,0.89851207,2023,0,669.9644,-0.09031854,137.81476,107.05855,-0.38578472,0,1503.9525,0,854,0,[761.216],-3.4028235e+38,[137.815],-3.4028235e+38,-3.4028235e+38,4.4804916,-3.4028235e+38,5.298285636348988,9999.0,9999.0,9999.0,28,0.002965892239248641,10.185989,16.395145,293.49918,0.853021,135.30106,-75.866234,651.68823,176.36334,-99.379005,761.2165,2023,0,2,3.7968535125255585,2,3.7968535125255585,0,,6.9487605,0.8025731,0.8123596,1.0121939,1.0,0.0,False,0.7293453,9999.0,9999.0,119.3122,5.5831313,0,1,0,0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,99999.0
2779,6,44.657276,-3.4028235e+38,0.6538946,3.468773,54,76.948105,[99.728],[201.573],[-21.704],[],1,-3.4028235e+38,-3.4028235e+38,-1.0,[1.058],0.62857145,0.013164305,0.0,2.2243311,1,1.0,0.0,0.20707403,256,48.206516,1,120.66045,[-20.398],2.0225484,-2147483648,2.4119778,0.111910656,-3.4028235e+38,0.14268991,0.8048816,-3.4028235e+38,[-0.016],0.20656367,0.9998388,0,[44.551],4,2,0,0,1,371.54755,0.0,4.3694463,6.12387,0.3625594,65.16607,61.436172,201.47208,227.42934,-2147483648,15.924021,0.58152175,4,0.0,-0.26933002,0.69921875,2722,545,-20.490482,605,2.4119778,2.596119,-21.74764,[74.377],[0.509],7,4,-3.4028235e+38,[1.],1,0,-3.4028235e+38,14888,2.5229933,184,37.638916,[226.361],105,0,[224.926],3.4068458,[76.948],-2147483648,58.081615,0,7,335.44208,-2147483648,1.0,-1.0,0.8052173,199.83119,21,122,0.1409396,[199.932],0.8868963,0,0.6799435,0.3625594,3,0.0,0.0,0.29908732,0.1984171,-3.4028235e+38,7,[0.83],61.037907,16.051847,0.0,74.328026,2.5111527,59.06372,-3.4028235e+38,12,[77.055],-3.4028235e+38,256,184,3,4.1987205,300.34467,0.17422876,0.0,[206.564],-21.788944,-1.0,1,6,0,0.24017091,258.2046,0.0,1,-3.4028235e+38,[0.013],[0.611],0.90082645,77.00446,[2.4],0.20656367,0,[],-2147483648,0.84655935,545,4,216.97375,0.099976234,201.70186,92.631584,0.6111646,0,220.31393,0,105,0,[97.331],-3.4028235e+38,[201.702],-3.4028235e+38,-3.4028235e+38,3.0507145,-3.4028235e+38,42.55547332007177,9999.0,9999.0,9999.0,13,0.22385321100917432,27.527153,182.77206,287.23557,0.853021,199.93233,-20.39784,74.37739,224.92607,2.399932,97.331024,545,0,15,2.321631532907486,9,3.096114910311169,14,2.3086351177522113,2.4119778,0.23905675,0.28343117,1.1856229,1.0,0.0,False,0.75646675,9999.0,9999.0,40.881477,4.8534718,0,1,0,0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,99999.0
2793,5,81.85182,-3.4028235e+38,0.48096043,2.1092372,282,667.5,[719.001],[236.422],[-45.15],[],1,-3.4028235e+38,-3.4028235e+38,-1.0,[0.762],0.85818183,0.07380985,0.0,2.0009377,1,1.0,0.0,0.24334152,357,215.84598,1,115.925064,[-49.26],3.2098863,-2147483648,0.7482149,0.18722208,-3.4028235e+38,0.032692567,0.8361052,-3.4028235e+38,[-1.717],0.24283105,0.6929264,0,[79.124],4,2,0,0,1,1813.396,0.0,7.968371,6.554665,3.5111752,96.515274,171.50293,236.229,299.62177,-2147483648,7.968371,0.74285716,5,0.0,0.28474638,0.3697479,14122,842,-50.20794,934,0.7493072,1.8979169,-44.756134,[667.82],[1.387],6,4,-3.4028235e+38,[0.693],1,0,-3.4028235e+38,14550,2.278837,210,79.91518,[245.687],275,0,[244.525],0.7471225,[667.5],-2147483648,78.947044,0,5,308.973,-2147483648,1.0,-1.0,0.9999856,234.74405,3,51,0.25429553,[234.946],0.62544405,0,0.6970757,3.5111752,20,0.0,0.0,-0.008593894,0.22794354,-3.4028235e+38,5,[0.907],171.50293,0.23781621,0.0,666.5686,2.1823354,88.245926,-3.4028235e+38,12,[667.817],-3.4028235e+38,357,210,4,6.7530646,642.8999,0.15544447,0.0,[242.831],-46.0011,-1.0,1,4,0,1.5599164,303.53882,0.0,0,-3.4028235e+38,[0.074],[1.359],0.9014989,666.56866,[-1.754],0.24283105,0,[],-2147483648,0.9868508,842,3,709.5233,0.1519677,236.35556,138.2373,1.3588974,0,771.745,0,275,0,[719.063],-3.4028235e+38,[236.356],-3.4028235e+38,-3.4028235e+38,3.6818185,-3.4028235e+38,43.68363173621282,9999.0,9999.0,9999.0,14,0.060570071258907364,16.600098,217.76994,93.127014,0.853021,234.94638,-49.26047,667.8198,244.52504,-1.7537074,719.06274,842,0,12,1.5760117868582408,8,1.7736864387989044,9,1.429098215368059,0.7482149,0.27463078,0.31524354,1.1478813,1.0,0.0,False,0.78922766,9999.0,9999.0,70.53,3.2318666,0,1,0,0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,99999.0
2860,17,42.81632,-3.4028235e+38,0.8495756,-3.4028235e+38,291,780.5,[914.35],[127.372],[-58.086],[],1,-3.4028235e+38,-3.4028235e+38,-1.0,[0.535],0.65920824,0.007259167,0.0,2.4533367,1,1.0,0.0,0.94091976,421,28.447674,1,183.5807,[-59.618],4.223916,-2147483648,1.6660811,0.77512443,-3.4028235e+38,0.52041984,0.759143,-3.4028235e+38,[-38.625],0.9404089,0.6027241,0,[176.32],0,17,0,0,1,3643.599,0.0,40.4798,4.6528893,1.8675361,230.21745,163.68053,127.31908,233.42749,-2147483648,40.4798,0.24553572,17,0.0,-0.5175667,0.35866985,14582,1674,-59.417503,1911,1.6657232,2.4307702,-57.919712,[780.168],[0.432],11,4,-3.4028235e+38,[0.603],1,0,-3.4028235e+38,14959,-3.4028235e+38,672,55.987064,[217.268],581,0,[215.309],1.635034,[780.5],-2147483648,336.9568,0,0,28.685932,-2147483648,1.0,-1.0,0.69455975,124.68723,5,30,0.042016808,[124.745],0.9878758,0,1.042306,1.8675361,4,0.0,0.0,-0.008655618,0.8963235,-3.4028235e+38,11,[0.951],162.37703,119.40771,0.0,780.3003,-3.4028235e+38,101.17599,-3.4028235e+38,12,[780.184],-3.4028235e+38,421,672,11,3.555581,914.56055,0.5333967,0.0,[940.409],-57.93668,-1.0,1,0,0,0.33236298,1175.5111,0.0,0,-3.4028235e+38,[0.007],[0.221],0.87598115,780.3222,[-40.74],0.9404089,0,[],-2147483648,0.6478439,1674,6,792.97955,0.11694143,127.59937,960.25854,0.22103454,0,1309.9825,0,581,0,[916.26],-3.4028235e+38,[127.599],-3.4028235e+38,-3.4028235e+38,3.6535683,-3.4028235e+38,15.151856200744387,9999.0,9999.0,9999.0,45,0.017921146953405017,174.2304,190.61118,0.23825836,0.853021,124.74507,-59.617577,780.16797,215.30908,-40.73962,916.25977,1674,0,12,1.6828689873218536,7,1.6682485512324743,11,1.665723204612732,1.6660811,1.0799079,1.4393824,1.3328751,1.0,0.0,False,0.8420517,9999.0,9999.0,164.55757,5.446869,0,1,0,0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,99999.0
2872,5,103.89919,-3.4028235e+38,0.07112585,1.5276,84,567.8,[582.246],[146.779],[-66.965],[],1,-3.4028235e+38,-3.4028235e+38,-1.0,[1.25],0.44329897,0.008828146,0.0,5.7478905,5,1.0,0.0,0.24501343,120,223.91739,1,25.192795,[-70.149],8.3444805,-2147483648,0.4725197,0.08917013,-3.4028235e+38,-0.060391966,0.92478323,-3.4028235e+38,[-30.543],0.24450296,1.198302,0,[50.004],2,6,0,0,1,1566.2463,0.0,5.240145,7.2584543,5.886429,101.84307,91.91582,146.88678,198.30254,-2147483648,13.247061,0.5151515,4,0.0,-0.31986213,0.55,4216,349,-70.8617,499,-0.009084192,5.374534,-67.09959,[567.344],[1.867],1,4,-3.4028235e+38,[1.198],3,0,-3.4028235e+38,14541,1.8626536,132,121.830734,[137.756],97,0,[134.123],0.4725197,[567.8],-2147483648,84.7368,0,6,245.93105,-2147483648,1.0,-1.0,0.39187175,144.28705,4,73,0.21666667,[144.168],0.9806378,0,1.6953732,9.870693,10,0.0,0.0,5.886429,0.24130763,-3.4028235e+38,0,[0.346],89.56718,66.929085,0.0,566.46344,1.8240757,26.927868,-3.4028235e+38,12,[567.503],-3.4028235e+38,120,132,6,7.5152497,233.24425,0.22821102,0.0,[244.503],-67.62735,-1.0,1,7,0,1.2903317,305.6287,0.0,3,-3.4028235e+38,[0.009],[1.839],0.6993988,566.6265,[-30.908],0.24450296,0,[],-2147483648,0.94581753,349,1,590.2935,0.22007516,146.78978,217.93648,1.8386188,0,230.97226,0,97,0,[582.303],-3.4028235e+38,[146.79],-3.4028235e+38,-3.4028235e+38,2.3796356,-3.4028235e+38,79.26229095543971,9999.0,9999.0,9999.0,15,0.20916905444126074,19.987663,94.40334,22.013657,0.853021,144.168,-70.1493,567.3441,134.12251,-30.90786,582.3026,349,0,12,3.4040931711594262,6,5.523299902677536,10,3.069786179065704,1.8240757,0.2907321,0.3681154,1.266167,1.0,0.0,False,0.76845574,9999.0,9999.0,43.18054,5.588342,0,1,0,0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,99999.0
2951,7,215.91335,-3.4028235e+38,0.29313743,1.5516224,176,484.26166,[533.397],[152.28],[26.039],[],1,-3.4028235e+38,-3.4028235e+38,-1.0,[0.928],0.47211897,0.0017268385,0.0,2.1698396,11,1.0,0.0,0.3360257,203,220.39285,1,134.30022,[30.265],0.6040757,-2147483648,1.8512545,0.1925396,-3.4028235e+38,-0.15162493,0.92981905,-3.4028235e+38,[-38.357],0.3355151,0.960646,0,[102.582],2,4,0,0,1,1274.7124,0.0,17.492336,3.3760786,1.9960475,143.1897,108.70467,152.32825,29.611889,-2147483648,26.554623,0.33031675,6,0.0,0.19826414,0.3546798,8845,693,30.316458,885,1.8452761,2.155698,25.716198,[484.256],[-2.149],7,4,-3.4028235e+38,[0.961],6,0,-3.4028235e+38,16378,1.8139902,221,128.87378,[112.495],269,0,[109.544],2.1720448,[484.262],-2147483648,173.33379,0,4,117.442215,-2147483648,1.0,-1.0,0.15943396,149.02878,9,165,0.15668203,[148.98],0.5601529,0,1.8229144,1.7396286,9,0.0,0.0,1.9960475,0.32831886,-3.4028235e+38,6,[0.849],108.70467,119.29523,0.0,484.56586,1.7134882,127.450935,-3.4028235e+38,12,[484.3],-3.4028235e+38,203,221,5,8.712861,446.57086,0.27539387,0.0,[335.515],26.089384,-1.0,1,3,0,0.5993476,419.39386,0.0,11,-3.4028235e+38,[0.002],[-2.154],0.78305084,484.61047,[-39.448],0.3355151,0,[],-2147483648,0.9679757,693,4,508.21173,-0.22989488,152.01476,406.24612,-2.1538491,0,406.0328,0,269,0,[533.578],-3.4028235e+38,[152.015],-3.4028235e+38,-3.4028235e+38,3.2044241,-3.4028235e+38,66.95984468217877,9999.0,9999.0,9999.0,18,0.23809523809523808,14.315918,186.30145,102.95064,0.853021,148.98048,30.265034,484.25604,109.54355,-39.44793,533.578,693,0,22,1.8986025723544033,12,1.8524329264958699,20,1.9235074937343597,1.9960475,0.3955649,0.49539918,1.2523841,1.0,0.0,False,0.9620391,9999.0,9999.0,94.06288,3.4904191,0,1,0,0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,99999.0
