entry,nu_e,nu_pdg,weightSplineTimesTuneTimesPPFX,weightSplineTimesPPFX
0,3.100098,12,0.5102292,0.5102292
1,0.67443895,12,0.6066144,0.48901355
2,1.3160481,12,1.1213754,0.96786046
3,2.3058906,12,0.76421654,0.76421654
4,2.3943474,12,1.030445,1.030445
5,2.4972258,12,1.1462505,0.94988114
6,2.2351549,12,0.97878766,0.97878766
7,1.386461,12,0.9998428,0.8496299
8,1.0711312,12,0.7772298,0.6219896
9,1.8362122,12,0.87791336,0.87791336
10,1.2886188,12,1.0769991,0.9217905
11,0.77158225,-12,0.645833,0.55017227
12,0.9293899,-12,1.1005855,1.1005855
13,2.073091,12,0.9593686,0.9593686
14,0.8897602,12,1.1175194,1.0093242
15,2.9250085,-12,1.2539423,1.2539423
16,1.0932604,12,1.138908,0.9798353
17,1.3523536,-12,0.88549536,0.88549536
18,0.50403804,12,1.1663011,1.0483614
19,0.62802774,12,1.2004788,1.0339707
20,1.8741839,-12,5.2093954,1.0199074
21,0.38621598,12,1.2669319,1.027555
22,1.1409513,12,0.6872324,0.6872324
23,0.29462653,-12,1.0755898,1.0318248
24,1.5997016,12,1.1990477,1.1990477
25,3.3231761,12,0.78907377,0.78907377
26,1.3781066,12,1.7350333,1.7350333
27,2.5495672,12,1.2169663,1.2169663
28,5.2426815,12,1.016391,1.016391
29,3.1406999,12,0.88367194,0.7681816
30,1.547486,12,1.2575456,1.0523735
31,1.8048704,-12,0.74244124,0.6737323
32,0.7944018,12,1.5572733,1.5572733
33,0.7186248,12,0.701788,0.60949177
34,1.4691045,12,0.8896528,0.8896528
35,0.5327692,12,0.53797764,0.53797764
36,0.66476226,12,0.0007894641,0.7866747
37,0.8174663,12,1.189783,0.9870821
38,2.777596,12,1.0284814,1.0284814
39,1.0726826,12,0.85518986,0.71889555
40,1.1175916,12,0.91416013,0.91416013
41,1.7819474,12,1.0497891,1.0497891
42,0.7444744,12,0.81459516,0.81459516
43,1.5469235,12,1.0422374,1.0422374
44,0.99675494,-12,0.82491356,0.82491356
45,0.74374026,12,1.055365,0.9720808
46,1.7759664,-12,0.9880842,0.9880842
47,1.2028774,12,0.6665212,0.5696828
48,1.0133684,12,0.89537996,0.89537996
49,1.5367252,12,0.87791336,0.87791336
50,0.6082807,12,0.0050195907,0.453406
51,0.25345853,12,1.2826573,1.090578
52,1.0553315,12,0.8873197,0.7703814
53,1.439563,12,0.8384213,0.8384213
54,0.87572736,-12,0.7216163,0.52661866
55,0.9919535,-12,0.42752144,0.39395556
56,1.0451419,12,0.8433477,0.8433477
57,1.6316022,12,2.0239637,0.95832974
58,1.1516063,-12,0.7987763,0.73106873
59,1.932059,12,1.0030568,1.0030568
60,0.7558595,12,1.137526,1.0648267
61,0.17252253,12,0.039884742,0.5846835
62,0.81121665,12,0.9089872,0.9089872
63,1.6299276,12,1.1251123,0.95832974
64,1.9477506,-12,5.2761543e-06,0.91508794
65,1.8135929,12,1.1190407,0.91065145
66,0.7977872,-12,0.40459326,1.0172518
67,2.8269606,-12,0.95387864,0.95387864
68,1.6762189,12,1.4277036,1.2148796
69,1.8277272,12,0.9417469,0.9417469
70,1.4555734,12,0.6752763,0.59987193
71,2.0601819,12,1.0059841,1.0059841
72,2.0643554,12,0.9650507,0.8095251
73,1.6957178,12,1.0889499,1.0889499
74,2.2724128,12,0.65633893,0.5542735
75,1.6455164,12,1.0406139,1.0406139
76,0.70917404,12,1.2286638,1.0357083
77,1.1248832,-12,0.54144275,0.54144275
78,1.0469542,-12,1.0729182,1.0624995
79,1.3485602,12,0.74105734,0.74105734
80,0.5446365,12,0.93316776,0.8120409
81,2.021092,-12,0.46907648,0.46907648
82,1.3049648,12,2.5356717,0.48032728
83,2.036036,12,1.186728,1.0148978
84,1.2546432,12,0.9377895,0.9377895
85,0.5915786,12,0.9040171,0.9040171
86,2.1023767,-12,0.5250173,0.4796805
87,0.6061105,12,0.7079145,0.5885569
88,3.6360075,12,0.55187875,0.55187875
89,1.0253093,-12,0.7960414,0.7960414
90,0.7093898,12,1.5471847,0.58053535
91,0.7989881,12,0.5420716,0.5206933
92,3.7723756,-12,1.0559171,0.9429799
93,1.7597222,12,1.3736639,1.3736639
94,1.4486412,12,0.99605584,0.99605584
95,0.78289586,-12,1.171899,1.0352381
96,2.0768075,12,0.997255,0.997255
97,1.8201193,12,0.893585,0.893585
98,1.2545798,12,1.0266887,1.0266887
99,1.408976,12,4.6177626,0.9452429
100,0.45819396,12,1.1026863,0.9217905
101,0.9048521,12,1.0099423,1.0099423
102,0.9751092,-12,0.9940309,0.9940309
103,1.6520848,12,0.9568458,0.9568458
104,0.8588443,12,2.3727114,2.0384207
105,1.2724949,12,0.53451777,0.53451777
106,1.4286231,12,1.4386995,1.1929127
107,0.5866533,12,1.0095327,1.0095327
108,0.804309,12,0.6781017,0.6172717
109,0.9258704,-12,1.003283,1.003283
110,1.4290134,12,1.0179476,1.0179476
111,3.5012417,12,1.0171628,1.0171628
112,2.193892,12,1.034945,1.034945
113,2.2798326,-12,0.13816504,1.0709836
114,1.0519072,12,1.2298855,1.0402541
115,2.0141003,12,0.7258365,0.7258365
116,2.3255544,12,0.46775573,0.46775573
117,0.5410165,-12,0.13194875,0.9079143
118,0.7828726,12,1.1210995,0.8407923
119,1.489213,-12,0.6426626,0.5669822
120,0.91473365,12,0.7116717,0.6171976
121,0.9420439,12,1.2542008,0.9896906
122,1.2758675,-12,1.1577348,1.0188547
123,0.89601177,12,1.3960934,1.1625687
124,1.9514047,12,0.9796766,0.9796766
125,1.2494208,12,1.0426723,1.0426723
126,3.9839015,12,1.1541464,1.1541464
127,2.3046024,12,1.2969975,1.0700886
128,1.7760365,12,1.5083477,1.2981154
129,2.233661,12,1.1016953,1.1016953
130,3.1575608,12,1.0635206,1.0635206
131,0.7765633,12,3.7896793,0.7980851
132,2.7847333,12,1.0160093,1.0160093
133,1.1512145,12,1.1447377,1.1491721
134,1.5077274,-12,0.5669822,0.5669822
135,1.0795809,12,1.1819938,1.1819938
136,1.4996407,-12,0.5669822,0.5669822
137,0.57112724,-12,1.1092912,0.88765955
138,1.1260643,-12,0.47934672,0.47934672
139,1.1860572,12,0.61037976,0.5371497
140,2.274767,12,1.2417939,1.0145776
141,4.9933777,12,1.0137019,1.0137019
142,1.2797575,12,1.4152316,1.1609142
143,1.4573673,12,1.2657076,1.0035187
144,2.30425,12,1.0390815,1.0390815
145,2.1188304,12,1.0603491,1.0603491
146,1.7940183,12,0.0068987976,1.0590795
147,2.5987542,12,1.110881,1.110881
148,1.1186961,-12,1.2726287,1.3228177
149,3.3380108,-12,0.5417823,0.5417823
150,2.6087685,12,1.3922532,1.110881
151,2.9853806,12,1.6597102,1.4227179
152,2.0737317,-12,1.1501584,1.0117239
153,2.07541,12,0.93185246,0.93185246
154,1.6645901,12,1.0329524,1.0329524
155,3.2960398,12,1.4907274,1.4907274
156,1.2941859,12,1.7585833,1.5086696
157,1.8261474,12,1.1995546,1.0432651
158,4.987795,12,1.0137019,1.0137019
159,2.4119153,12,1.1421148,0.9739772
160,3.3726943,12,1.7171178,1.4907274
161,0.93797195,12,1.0005033,1.0005033
162,1.715327,-12,0.94034314,0.94034314
163,2.4091642,12,0.9681338,0.9681338
164,2.004413,12,0.9804981,0.9804981
165,2.475066,12,1.03697,1.03697
166,1.9265355,12,1.2196755,1.0458891
167,0.83927405,12,1.2378541,1.0140864
168,2.5047297,12,1.1985576,1.0245101
169,1.1401783,12,2.769779,0.8632315
170,1.9562285,12,1.2009189,1.0000165
171,4.1147337,12,1.0631627,1.0631627
172,1.1108116,-12,0.9576223,0.8223239
173,2.117629,12,1.2135559,1.2135559
174,2.8534045,12,1.061792,1.061792
175,2.8822448,12,1.1284151,1.0205836
176,1.752457,-12,1.3877136,1.0408348
177,0.8579032,12,1.1311868,0.98611057
178,0.91856235,12,4.9050746,1.0171559
179,0.7764538,12,0.99201506,0.8394364
180,0.9208329,12,1.2079353,1.0243194
181,1.8855832,12,0.9658229,0.9658229
182,1.7536235,-12,1.0408348,1.0408348
183,1.2776971,12,1.2335911,1.0474622
184,4.3667417,12,1.1458049,1.1458049
185,0.47944564,12,1.2621566,0.8883372
186,1.3340293,12,1.1291051,1.1291051
187,3.8782916,12,0.86476547,0.86476547
188,1.2703217,12,1.2262621,1.027796
189,0.9411871,12,1.1774083,1.1774083
190,2.2470083,12,0.716366,0.60564953
191,0.5734004,12,1.2573584,1.0681919
192,0.6769754,12,0.46330777,0.46330777
193,0.8826231,12,1.2116748,1.0825385
194,1.1196892,12,0.723766,0.723766
195,2.537665,12,0.46060598,0.46060598
196,0.63960016,-12,0.0018433802,1.060978
197,0.96252054,12,1.2299443,0.9976255
198,1.2227242,-12,0.794849,0.794849
199,1.7694225,12,1.0461532,1.0461532
200,1.3523008,12,0.99252284,0.99252284
201,3.0276783,12,0.90929854,0.90929854
202,3.8658352,12,0.64319783,0.64319783
203,1.7405467,12,1.0818983,1.0818983
204,1.514583,12,0.40730685,0.40730685
205,3.4157186,12,1.0239772,1.0239772
206,2.6839454,12,1.1956253,1.1956253
207,0.5370236,12,1.1249268,0.9536147
208,1.8471658,12,1.0515985e-12,0.9054839
209,1.8492873,12,0.9054839,0.9054839
210,2.633013,12,0.5521901,0.5521901
211,1.4048431,12,1.1408062,0.9264617
212,2.5781672,12,1.038546,0.9052414
213,2.7342434,12,0.9952748,0.9952748
214,0.5893535,-12,0.89633685,0.89633685
215,1.2722328,12,0.7492477,0.60292435
216,1.2777154,-12,0.36975223,0.3090826
217,3.5258214,-12,0.5811587,0.53455436
218,1.4914758,12,1.0943124,0.9386832
219,1.790805,12,1.2434336,1.0270237
220,1.5628799,12,0.00019092369,0.88871926
221,1.0152847,12,0.61786973,0.5234361
222,1.1029513,12,0.8760708,0.8760708
223,0.7048368,12,1.2572292,1.0686535
224,2.19039,12,0.87791336,0.87791336
225,0.47445652,12,6.7112514e-06,0.8185272
226,3.0352638,12,0.46738446,0.46738446
227,0.58590394,12,1.1153394,0.97078395
228,0.7234624,12,1.1596636,0.98610204
229,1.2017664,12,0.94963306,0.94963306
230,0.51265925,-12,1.263333,1.0
231,1.4887972,12,0.32094556,0.54181045
232,0.94731987,-12,1.813684,0.6484314
233,1.1830825,12,0.498325,0.498325
234,3.2919579,12,1.0897454,1.0897454
235,4.1142898,12,1.1277982,1.1277982
236,1.0506583,12,0.3876082,0.3876082
237,0.57631195,12,1.5294429,1.3051682
238,1.4657838,-12,0.9312659,0.9312659
239,4.7206097,12,1.7196754,1.7196754
240,3.6325746,12,0.8241542,0.8241542
241,1.050638,12,1.3257651,1.0909091
242,1.2031369,12,1.0234307,0.94963306
243,0.62203014,12,0.7726245,0.7726245
244,0.5606854,12,1.0388721,1.0388721
245,1.1087259,12,1.0496991,1.0496991
246,0.9405686,12,0.0011211962,1.265796
247,1.999948,-12,1.06957,1.06957
248,1.0887063,-12,1.0861467,0.9229416
249,0.8184191,12,1.2318234,1.0431477
250,0.7999882,12,0.79387987,0.68972695
251,1.4259641,12,1.2451378,1.0476456
252,1.5544232,12,0.5918889,0.4982795
253,2.1915712,12,1.5140865,1.5140865
254,1.102898,12,4.62099,0.8641108
255,1.48464,-12,1.0752007,0.9482732
256,0.84695137,12,1.1466562,1.042077
257,0.80031806,12,1.2369735,1.1681545
258,3.7581487,12,0.73099864,0.73099864
259,2.581184,12,0.911473,0.911473
260,2.0870788,-12,1.0396338,1.0396338
261,2.1482902,12,1.0285503,1.0285503
262,1.6079559,12,1.2847619,1.076679
263,1.095846,12,1.2751148,1.0429293
264,0.8685587,12,1.0401734,1.0401734
265,2.2370062,12,0.6701898,0.6701898
266,0.69181615,12,0.10294863,1.0162195
267,1.2855462,12,0.9778099,0.84836984
268,2.6278324,12,1.0550123,1.0550123
269,0.5400014,12,0.79621345,0.6751427
270,3.8469024,12,0.85943115,0.73099864
271,0.5245646,12,0.75295174,0.6446379
272,5.3656797,12,1.2714359,1.0191654
273,0.99844813,12,0.8743512,0.8743512
274,2.2072368,12,0.0012932287,0.6701898
275,5.2285953,12,1.0191654,1.0191654
276,0.61502194,12,1.1498516e-05,0.96349263
277,1.2657086,12,0.9941073,0.9941073
278,2.240789,12,1.4208575,1.0285503
279,1.1049372,12,1.0258403,1.0258403
280,3.3696706,12,1.0492098,1.0492098
281,0.73615956,12,0.83673364,0.6775477
282,2.1528013,12,1.2638569,1.1146177
283,1.9674168,12,1.2501125,1.2501125
284,2.5791328,12,1.2178838,1.0478559
285,1.6578747,12,1.4684498,1.4684498
286,3.2895849,12,1.0462428,1.0462428
287,3.3737013,-12,0.9706577,0.9706577
288,0.40988597,-12,0.6464208,0.49381837
289,2.4095101,12,1.2296399,0.9739426
290,2.204426,12,0.515867,0.43809244
291,1.2406166,12,1.0402399,1.0402399
292,1.1835653,12,1.0141338,1.0141338
293,0.5905574,-12,1.0474267,1.0474267
294,1.3709905,12,1.056495,1.056495
295,0.51688397,12,1.1588923,1.0118448
296,1.3835772,12,1.0435799,1.0435799
297,0.8746927,12,0.27994612,0.27994612
298,2.2189968,12,1.0068213,1.0068213
299,1.2464167,-12,0.6807139,0.5178242
300,4.0311246,12,0.5381927,0.5381927
301,0.30938217,12,3.820566e-06,0.91182864
302,1.4177425,12,1.1880043,1.0007288
303,0.8235906,12,0.72450674,0.60506725
304,2.4827847,12,0.62766874,0.62766874
305,1.1771168,12,0.49190554,0.40013295
306,1.6802359,-12,0.70524305,0.9680441
307,0.93469906,-12,1.1774036,1.0671412
308,2.5676394,12,0.9613389,0.9613389
309,2.7976394,12,0.50134933,0.50134933
310,1.548045,12,1.2117603,1.2117603
311,1.4725814,12,0.4775716,0.4775716
312,1.2509073,12,0.9048703,0.9048703
313,4.1729608,12,0.98756814,0.98756814
314,2.115675,-12,1.1426656,0.941882
315,0.7102879,-12,1.0084603,1.0084603
316,0.33792222,12,1.5190095,1.2751722
317,0.48003498,12,1.4033059,1.181368
318,0.806503,12,0.08289103,0.59806573
319,1.4602447,-12,1.0008843,1.0008843
320,1.4253681,12,1.0028919,1.0028919
321,0.31431028,-12,1.058928,1.1551195
322,1.1007409,12,0.81734866,0.69887304
323,0.81591,12,1.1261271,1.0259178
324,1.4630048,12,1.0486025,1.0486025
325,1.597829,12,1.0407261,1.0407261
326,1.4076856,-12,1.0309296,1.0309296
327,0.50923383,12,0.70679873,0.59315634
328,1.2395759,12,1.012164,1.012164
329,2.7043753,12,0.9393743,0.79323953
330,1.6092491,12,1.3996874,0.9809908
331,1.2967241,12,0.0024793074,0.94400316
332,0.7810234,-12,1.0099111,0.92505723
333,1.6220545,-12,0.66360027,0.66360027
334,3.4667394,12,0.8919401,0.8919401
335,0.6070609,12,1.1481464,0.94407755
336,3.5905108,12,0.8441083,0.8441083
337,1.0837697,-12,1.0225068,0.86090547
338,2.2545223,12,0.9732973,0.9732973
339,0.953224,12,1.0149426,1.0149426
340,0.42431253,-12,0.98842186,1.0031308
341,0.883802,12,0.80061656,0.80061656
342,0.8803441,12,0.5320099,0.5320099
343,0.97960526,12,1.5492551,1.2789576
344,1.2639319,12,1.1824478,1.0395845
345,3.2845047,12,1.0009956,1.0009956
346,0.93354106,12,0.984934,0.984934
347,0.25242552,-12,0.5188128,0.53310025
348,1.8712485,12,1.1401161,0.92982686
349,6.395999,12,0.93292034,0.93292034
350,0.85350996,12,1.419648,1.120759
351,1.3712598,-12,0.6594835,0.8741873
352,1.1146138,12,0.9600386,0.9600386
353,1.67907,12,1.3015355,1.034044
354,1.44233,12,0.8527236,0.8527236
355,3.384121,12,1.3084978,1.3084978
356,1.8575039,12,0.884042,0.884042
357,2.33651,12,1.0139719,1.0139719
358,0.8164259,12,1.1438158,1.1438158
359,0.66834337,12,0.765168,0.765168
360,0.7301787,12,0.43682972,0.43682972
361,2.8284726,12,0.6029881,0.6029881
362,2.1087692,12,1.2766391,1.2766391
363,1.3654386,12,1.3981175,1.1708959
364,2.2764597,12,3.9809728,1.0425614
365,2.7395148,12,0.6936356,0.6936356
366,1.0786663,12,0.272076,1.0215394
367,2.2082999,-12,0.50512546,0.50512546
368,0.50183165,12,0.80260175,0.6654888
369,2.0448968,12,2.8870446e-09,1.1608396
370,1.4517192,12,1.025495,0.92649657
371,0.79353887,12,0.7743268,0.7743268
372,0.54691523,12,2.0163033,1.7019771
373,1.6475154,-12,0.9963276,0.9963276
374,1.0580256,12,1.7294344,1.4681528
375,1.1974797,12,1.566491,1.566491
376,3.9372966,12,1.053277,0.8135143
377,1.5776684,12,0.43054822,0.43054822
378,0.40705565,-12,1.5001616,1.0142605
379,1.3380195,12,1.418067,1.2019184
380,0.9399102,12,0.5827536,0.5827536
381,5.1245494,12,1.4678408,1.4678408
382,1.3662298,12,0.9772534,0.9772534
383,1.7633382,12,1.0341474,1.0341474
384,1.4764277,12,0.5712673,0.5712673
385,1.749145,12,1.0346093,1.0346093
386,0.53947,12,0.00011565759,0.79252297
387,2.8280482,-12,0.5335562,0.5335562
388,1.6906203,-12,0.9217905,0.9217905
389,1.0121439,12,1.1462094,0.97362643
390,1.1700515,12,0.9951028,0.8892522
391,1.1281977,12,0.6718809,0.6718809
392,0.8996363,12,0.81257385,0.81257385
393,3.7941132,12,0.8772029,0.8772029
394,1.7896111,12,1.1671126,0.93429273
395,0.37181044,12,0.8839092,0.78964794
396,2.7093506,-12,0.9319017,0.9319017
397,1.9785063,-12,1.2179493,1.060656
398,3.410642,12,1.1450007,0.9487017
399,0.89829534,12,0.35219973,0.34190026
400,1.6230551,12,0.19749877,1.0782888
401,1.0029129,12,0.008283187,0.41150367
402,1.79138,12,1.124386,0.9445184
403,0.6842115,-12,0.7396588,0.6569065
404,1.9310386,12,1.1251209,1.1251209
405,0.84379596,12,0.62249154,0.62249154
406,1.0836667,12,0.98341703,0.98341703
407,0.6800541,12,0.87395334,0.87395334
408,1.2731813,-12,1.0489285,1.0489285
409,0.9332782,12,8.242506,0.9505198
410,1.9100388,12,1.0030568,1.0030568
411,0.8860967,12,1.2181493,1.0463041
412,0.9969448,12,1.425902,1.1765097
413,0.73783517,12,0.5275251,0.5275251
414,2.6802478,12,0.8339415,0.8339415
415,1.1084194,12,1.0869045,0.89408374
416,1.1903276,12,2.996648,0.96644926
417,1.8916436,12,1.0205954,1.0205954
418,1.4050845,12,1.1350453,0.9116759
419,1.0622289,-12,1.6682434,1.6682434
420,0.8824828,12,0.53230256,0.45799527
421,0.44280967,12,0.8695175,0.74624926
422,3.375977,12,0.95466936,0.95466936
423,2.0127752,12,1.0846038,1.0846038
424,2.3723218,12,0.5450557,0.5450557
425,2.405328,12,1.0416638,1.0416638
426,0.9796989,12,0.5986742,0.5986742
427,0.7306762,12,0.5615653,0.4756349
428,1.716642,12,1.1141573,1.1141573
429,0.938033,-12,0.00091955875,0.6352584
430,2.200698,12,0.9141607,0.9141607
431,3.4841824,12,0.94083935,0.94083935
432,2.1451616,12,1.0246513,0.8694026
433,0.87210506,12,1.1431454,1.0305893
434,1.6772853,12,0.6602322,0.5706647
435,2.085893,-12,0.9498378,0.9498378
436,1.4466748,12,0.4779219,0.39100802
437,1.0455744,-12,0.96368945,0.96368945
438,2.5714037,-12,0.9869944,0.9869944
439,0.8155208,12,3.65101e-05,0.97091234
440,0.98236364,-12,10.145038,1.0280136
441,1.1971269,12,0.7651835,0.65224355
442,0.8330557,12,1.0845493,0.97421706
443,2.145407,-12,1.0187794,1.0187794
444,3.6935203,-12,1.0340476,1.0340476
445,1.8686458,12,0.8008171,0.8008171
446,1.6482788,12,0.8076027,0.7442956
447,0.3407857,-12,0.5724749,0.52079386
448,0.9005854,12,1.1989923,1.1686163
449,1.1925793,12,1.0445515,1.0445515
450,1.6283133,12,1.0098659,1.0098659
451,0.78209233,12,0.000103991915,0.95618314
452,3.7786722,12,1.0653695,1.0653695
453,1.6222967,-12,1.0468982,1.0468982
454,2.966947,12,0.9845258,0.9845258
455,0.83403784,12,1.0400519,1.0400519
456,1.3227139,12,1.1483169,1.1483169
457,2.4433517,12,0.99936426,0.99936426
458,2.039068,12,3.550737e-05,0.99635345
459,1.5222098,12,1.0108498,1.0108498
460,1.8263942,12,0.9681104,0.9681104
461,2.6509213,12,1.0700607,1.0700607
462,2.4736753,12,1.1965504,0.9822344
463,0.7987552,12,0.74728656,0.74728656
464,0.4572204,12,1.2945251,1.0327129
465,1.7735877,12,0.9579172,0.9579172
466,2.9454484,12,1.0442587,1.0442587
467,0.68441707,-12,0.83438206,0.83438206
468,0.28199583,12,1.2502546,1.0357691
469,1.4407343,12,0.5952468,0.4757907
470,2.1108465,12,0.9649793,0.9649793
471,1.4197404,12,1.6469698,1.0120678
472,2.4939873,12,1.3484321,0.9660364
473,0.7583259,-12,5.957939e-07,0.75100523
474,0.68398714,-12,0.5761309,0.5801143
475,1.5939435,12,1.3592279,1.0462935
476,0.40996426,12,0.6311679,0.6441377
477,1.7825706,12,0.46147034,0.46147034
478,1.2547309,12,0.49041948,0.42035273
479,2.2657998,12,0.76253,0.6701898
480,1.3111393,12,0.96118206,0.96118206
481,5.32904,12,1.1479877,1.0191654
482,2.4572597,12,1.0249842,1.0249842
483,1.0478129,12,1.0052974,1.0052974
484,1.3652742,12,1.1683031,1.035526
485,0.33682775,12,0.43229395,0.38911217
486,3.0407357,-12,0.59443766,0.59443766
487,2.811994,12,1.1305104,0.9897882
488,1.5365688,12,0.5738137,0.5738137
489,0.4939168,12,1.1751571,1.0229508
490,1.4172661,12,0.97425747,0.97425747
491,1.8365095,12,1.0466385,0.9429845
492,2.5532856,12,0.9613389,0.9613389
493,1.3240466,12,0.9784979,0.9784979
494,0.9433427,12,1.1829634,0.98267573
495,0.56402,12,0.6816541,0.5953876
496,0.6918629,12,1.1282123,1.1282123
497,0.770696,-12,1.069138,1.0068148
498,4.2932067,12,0.8239934,0.8239934
499,4.6004233,12,0.2976778,0.2976778
500,2.9798808,12,0.6654512,0.5661319
501,0.57781124,-12,1.0330181,0.8999415
502,1.1278453,12,1.1996367,1.1996367
503,1.982677,-12,0.9076797,0.9076797
504,1.5553225,12,1.0395031,1.0395031
505,1.9206524,-12,0.25516874,0.21462724
506,2.0596292,12,1.0370797,1.0370797
507,1.838574,-12,0.73594314,0.62440544
508,0.4194419,12,0.95146817,0.95146817
509,0.87681556,12,0.6989732,0.5890189
510,1.2865567,12,1.2678478e-06,1.1142986
511,1.7618792,12,9.080637e-12,1.0367916
512,3.7094276,12,1.0361695,1.0361695
513,1.3841643,12,0.19827886,0.19827886
514,1.2043843,12,0.6109808,0.6109808
515,3.2883332,12,0.96224356,0.96224356
516,0.8926881,12,0.7171811,0.93914914
517,1.8013908,12,1.7058275,1.372179
518,1.5678393,-12,1.1189063,1.0271751
519,1.2899697,12,0.80159056,0.80159056
520,3.423366,12,1.4267381,1.1403193
521,6.450136,12,1.0606165,1.0606165
522,1.109233,12,1.0692768,0.9779247
523,1.3930558,12,0.9345398,0.7491559
524,6.6638083,12,1.0606165,1.0606165
525,2.7098823,12,0.63680774,0.63680774
526,1.3293931,12,0.99387133,0.99387133
527,1.110196,12,1.3860663,1.3860663
528,1.0797241,-12,0.92325157,0.8081656
529,0.44621915,12,0.6016883,0.51825714
530,0.8492773,12,1.2270576,1.0465276
531,5.8310523,12,0.93292034,0.93292034
532,1.7790228,12,0.95837826,0.95837826
533,1.0223233,12,1.1518004,1.1518004
534,1.3289386,12,1.5247474,0.9129503
535,3.1306434,12,1.0256884,1.0256884
536,1.536053,-12,0.81108046,0.67866206
537,0.31593615,12,0.008463457,0.7390837
538,0.91886574,12,1.033229,1.033229
539,1.0233651,12,0.74465925,0.74465925
540,0.72137165,12,1.1430418,1.0379899
541,3.2384644,12,1.04589,1.04589
542,1.0528563,12,0.5968957,0.5968957
543,1.2400055,12,0.71549785,0.71549785
544,0.49346197,12,1.1433746,0.92309374
545,1.3223767,-12,1.4107671,1.2340009
546,1.1022713,12,0.9440319,0.9440319
547,1.3535187,12,0.95368063,0.84160125
548,1.4422982,-12,0.9406034,0.8179017
549,1.3010048,12,0.47096935,0.47096935
550,1.2794822,-12,0.53287554,0.53287554
551,2.4615407,12,0.5195591,0.5195591
552,1.4556208,12,0.8269251,0.80456847
553,2.7115736,-12,0.57716894,0.57716894
554,1.7386833,-12,0.9819802,0.9819802
555,1.4457511,12,0.7804526,0.7804526
556,0.8629065,12,0.9938821,0.9938821
557,0.57681304,12,1.1809484,0.9878234
558,1.7336868,12,1.1262912,1.1262912
559,1.4312327,-12,0.048144702,0.84258485
560,2.3990357,12,0.5342332,0.5342332
561,1.1054196,12,0.53960323,0.53960323
562,1.5805833,12,5.441545,0.9426014
563,2.0621521,-12,1.0039783,1.0039783
564,0.86524916,12,0.9938821,0.9938821
565,2.798902,12,1.0755332,1.0755332
566,0.62841475,12,1.0897396,0.93272024
567,0.59344876,-12,1.0579226,0.93821913
568,0.7545636,12,0.8674506,0.73489225
569,1.313297,12,0.4955826,0.4955826
570,1.2428311,12,0.9449413,0.9449413
571,0.66554,12,1.0,1.0
572,0.5410035,12,0.9701302,0.9701302
573,1.1923347,12,0.95081043,0.95081043
574,0.80548406,12,1.3347557,1.2060298
575,1.690424,12,0.9521109,0.9521109
576,1.9609658,-12,1.0189672,1.0189672
577,1.8065721,12,1.0126098,1.0126098
578,0.8131347,-12,0.98966044,0.87791336
579,0.77724516,12,0.8681587,0.8681587
580,3.1055105,12,0.585704,0.585704
581,1.3802238,12,0.030884823,0.70005053
582,3.753789,12,0.9687906,0.9687906
583,1.8996286,12,1.0525186,1.0525186
584,1.8913959,12,1.2696098,1.0711931
585,1.8488848,12,1.1817235,1.0744443
586,4.0382495,-12,1.0379659,1.0379659
587,1.275858,12,0.5283534,0.47862256
588,1.1068643,12,1.2259811,1.2259811
589,0.64352596,12,4.9752025e-10,0.9810607
590,1.2450845,12,1.3175563,1.1580137
591,1.356451,-12,1.0764647,0.9906121
592,0.8899852,12,0.98425746,0.91833115
593,1.1544513,12,1.197452,0.9814833
594,1.7334305,12,0.76656514,0.76656514
595,1.2703818,-12,0.9508213,0.840213
596,1.0167925,12,0.98041594,0.98041594
597,1.1914412,12,1.0324816,1.0324816
598,2.0840752,12,5.9081903,1.0055324
599,1.1069982,12,0.6201281,0.6201281
600,0.9010267,12,0.72652674,0.6368442
601,1.4143405,12,1.2097108,1.0453091
602,0.775825,-12,1.0485816,1.0010961
603,1.5355353,-12,0.52792996,0.52792996
604,0.4559515,12,1.0410774,0.8817831
605,0.63216573,12,0.6929433,0.5614393
606,1.1656001,-12,4.8705254,0.58097607
607,0.7516596,12,0.6911676,0.6911676
608,0.92256546,12,0.026253805,1.1471637
609,1.183813,12,0.42176744,0.42176744
610,0.7608162,-12,0.7332215,0.7332215
611,2.8096566,12,1.1291049,1.1291049
612,1.5827036,-12,0.9737408,0.820321
613,1.0342942,12,0.72327644,0.6098045
614,4.6091075,12,0.91713315,0.8116162
615,0.62861735,12,0.8456376,0.71862805
616,0.77547306,12,1.0473688,1.0473688
617,1.0757171,12,1.7509508,1.7509508
618,1.4393255,12,1.073122,0.9518532
619,1.7957523,12,0.9974768,0.9974768
620,0.8301672,12,1.1176761,1.1176761
621,1.9138438,12,1.0475465,1.0475465
622,1.7067922,12,1.2973517,1.089596
623,3.5594692,12,1.0205812,1.0205812
624,3.0426877,12,0.5069901,0.44156724
625,0.8696902,-12,0.49457017,0.49457017
626,2.2688313,-12,0.9022154,0.9022154
627,0.5134208,12,1.2112303,1.0
628,2.2493165,12,0.59468716,0.59468716
629,0.2532297,-12,1.0983702,1.164842
630,0.610299,12,0.6257336,0.5216549
631,0.7352542,12,1.0951332,0.99770457
632,0.8860729,-12,1.2938977,1.0974817
633,0.79069257,12,0.5351752,0.4483992
634,1.0290184,12,1.0075115,0.95867604
